Crop,Days_after_harvest,Temperature,Relative_Humidity,Price_drop_percent,Interaction_Temp_RH,Interaction_Days_Temp,Spoilage_Probability,Spoilage_Class
Potato,21,25.552695261768257,47.19192204002097,-6.366938001746043,0.6029404013528904,0.2683033002485667,0.16358116679297702,0
Potato,15,32.96976554358415,82.18113753371067,-4.545927833449422,1.354746418295742,0.24727324157688113,0.48028180478250593,1
Tomato,0,44.943512126223546,56.0068608565171,38.363046908285696,1.2585725150282956,0.0,0.12429542070921243,0
Wheat,6,26.966161605915286,94.49595315799922,-13.23066765331193,1.2740965719818038,0.08089848481774585,0.3911818198222605,1
Wheat,10,29.241361401535112,54.52959629664555,26.21978294659271,0.7972598161950116,0.14620680700767558,0.10901987708645038,0
Rice,120,35.838242769022365,72.14648104448551,-23.67971609619142,1.292801551301471,2.150294566141342,0.40458103801630213,1
Rice,234,28.14897263004712,53.2144628539329,19.780467270661248,0.7489662291990081,3.293429797715513,0.8505213723517423,2
Potato,17,22.40441377728552,96.43139586937625,-2.1699585238734365,1.0802444470893635,0.1904375171069269,0.7924829038312322,2
Potato,16,22.83683803101473,95.48161709671376,31.413754736668672,1.0902491122885094,0.18269470424811782,0.5323965487980008,1
Potato,10,24.373873177398405,98.93010059976613,6.164512388970998,1.2056548627229828,0.12186936588699203,0.4825641690145727,1
Potato,8,26.971783814804546,82.02146979836627,29.266279956681416,1.1061326757870276,0.10788713525921818,0.6310526707636244,1
Wheat,261,39.496888646440595,78.52189876925726,-24.11020245034658,1.5506853459982173,5.1543439683604975,0.8777830883825445,2
Rice,40,27.634096508609836,69.13682521517359,1.389690009037313,0.9552668501474985,0.5526819301721968,0.19650960056711483,0
Rice,30,37.8044805336884,54.23494524980801,-7.22202112885126,1.0251619659710114,0.567067208005326,0.6473188491735132,1
Potato,42,34.20771508338679,45.62048606968555,-4.259893785839655,0.7802862947187096,0.7183620167511225,0.7991761129355148,2
Rice,80,42.65246969296385,66.06366193062573,-5.494511461372703,1.4088891691511116,1.7060987877185538,0.9014881164900719,2
Tomato,0,38.06130288153763,56.846341746451344,-28.297882349798233,1.0818229154595407,0.0,0.6861477341119055,2
Tomato,0,44.86376276993353,68.19667083945657,-10.430776074226898,1.5297796311203118,0.0,0.597374925896284,1
Rice,316,30.704603707932858,97.99928914262017,37.45339839624769,1.5045146683916397,4.851327385853391,0.9448606465348988,2
Tomato,0,27.642425482179547,51.45466186902076,-11.206760017689021,0.7111658282125759,0.0,0.015431293210463538,0
Onion,82,37.400744916874324,74.2036702053619,-23.1976454360462,1.387636270623304,1.5334305415918472,0.7690399026725975,2
Onion,8,27.382264710473468,59.35304585431603,29.40688564472721,0.8126104064778757,0.10952905884189387,0.5295441280355356,1
Rice,42,30.49452141115691,55.37241661566748,12.805959760597638,0.8442776720369863,0.6403849496342952,0.1973169203840427,0
Wheat,85,32.53790736717999,87.89771073800651,15.497475154443563,1.430003784890219,1.3828610631051494,0.8560338810796163,2
Wheat,261,20.690419296842617,74.73189373045352,0.6931886112660877,0.7731171080650837,2.7000997182379614,0.7738149085413129,2
Potato,25,33.56611586768942,57.192475127697065,11.358328239830755,0.9598646234481124,0.41957644834611774,0.3116840029216599,0
Wheat,47,40.69672509468972,56.29257494918451,37.567628127353885,1.1454617237895894,0.9563730397252084,0.8550705165648927,2
Wheat,221,24.859500849871825,64.68123430340071,18.965854753703567,0.8039715995680743,2.7469748439108366,0.5837273533834113,1
Potato,23,21.961409533556647,41.521044604927454,37.38538902745475,0.4559303324149423,0.2525562096359014,0.1967852275256773,0
Tomato,4,21.45483988771109,94.91282365758883,0.9646560811773099,1.0181697174320627,0.04290967977542218,0.4106175106208475,1
Tomato,4,26.99834742364857,97.29191683979164,21.652784168703796,1.3133604861767099,0.05399669484729714,0.5776931030288772,1
Rice,113,30.490001560694747,54.86385937006945,-5.081912494411689,0.8363995789095773,1.7226850881792533,0.36882956199560324,1
Onion,43,40.172824426269486,60.77825926536405,2.527166905772802,1.2208171692008782,0.863715725164794,0.9609984909076177,2
Rice,61,35.396252451305415,78.10561905205863,-26.828719315956885,1.3823231049160787,1.0795856997648152,0.8589682269845428,2
Onion,20,33.48443621000156,81.03782616388847,13.109581507293967,1.3567529603909596,0.3348443621000156,0.1835826547411633,0
Onion,0,34.64438953183658,96.41381448549745,10.283192451311528,1.6700988726429011,0.0,0.9072622859717382,2
Tomato,6,40.515986893598885,77.55638020609436,27.429879063988764,1.5711366419725454,0.12154796068079665,0.4103934156113294,1
Onion,6,26.849028183028345,52.87534718250245,-3.591864174041689,0.7098258433452084,0.08054708454908505,0.31058982356603715,0
Tomato,4,29.634915524139124,80.89682013836739,-6.156280137503199,1.198685215485997,0.05926983104827825,0.3964794522637404,1
Potato,13,22.954120690541405,81.80422992184904,14.025999274591882,0.9388720833114608,0.14920178448851915,0.517485648567627,1
Rice,365,33.69929708120218,65.40825653848711,9.796419862497082,1.1021061343269811,6.150121717319398,0.9314881263228776,2
Potato,120,30.315441922785663,62.32108514756699,24.348907251939778,0.9446456186780237,1.8189265153671397,0.875976048990783,2
Rice,32,36.99611949750614,84.39452562684247,-13.32346933172144,1.5611349775130043,0.5919379119600983,0.45519354543013163,1
Tomato,3,32.41402976707694,63.37708517315221,-9.165537784348238,1.0271533626765632,0.04862104465061541,0.5696372822446402,1
Wheat,102,35.79593030424498,66.90673131869919,-9.475245981135483,1.1974943455845004,1.825592445516494,0.5098537886247463,1
Tomato,3,25.318197375605724,96.77167257290142,24.69072353298418,1.2250421532841047,0.037977296063408585,0.9382881228017849,2
Wheat,139,40.924096855934344,92.01212231865048,28.693653463478952,1.8827565028442652,2.844224731487437,0.8949598551946774,2
Rice,30,29.916290048856297,93.5138145266066,-19.737662481558218,1.398793199476457,0.44874435073284447,0.09532484987823756,0
Rice,55,40.31998918143756,96.83491464303152,39.02007446760096,1.9521913553962305,1.108799702489533,0.7816181970492406,2
Wheat,51,37.704529889579995,68.90001927784692,-3.5408686914421885,1.2989214181271087,0.9614655121842899,0.22032151519870727,0
Potato,4,32.31562760727148,40.68121868604514,2.8062449395888365,0.6573195568341045,0.06463125521454297,0.5378876432669694,1
Onion,40,39.179871327714295,89.36742111260159,22.094815986030852,1.7507020300406941,0.7835974265542859,0.48750907343974614,1
Tomato,1,27.142802157046518,92.11594769136761,-14.348291303638316,1.2501424718478185,0.01357140107852326,0.6607760697300935,2
Onion,0,44.246970667690974,42.589594717034565,32.380017958864975,0.9422302740967374,0.0,0.5404834872462339,1
Rice,35,37.385278077666186,44.52607282538616,-18.364919766352294,0.8323098071417386,0.6542423663591582,0.34113757079742973,1
Tomato,4,31.36352661919433,77.6534848050438,10.902001834617018,1.217743568878097,0.06272705323838866,0.5474185566238877,1
Wheat,49,24.241997597389137,78.81090170012342,-2.821213120708947,0.9552668448312318,0.5939289411360338,0.6899043827943904,2
Wheat,105,21.94336592412462,98.46368845996999,39.034752113572196,1.080312373058064,1.1520267110165425,0.711111424392351,2
Tomato,2,35.069547050582464,56.25745855090779,-20.677041234337523,0.9864617947986268,0.03506954705058246,0.8736033771414508,2
Potato,69,43.7449978322981,83.5431705033016,12.939063715505291,1.8272979062851193,1.5092024252142844,0.9195467054970959,2
Onion,24,24.120856528425023,64.67530699512214,24.43215986146579,0.7800119004805922,0.28945027834110026,0.4136706887857141,1
Onion,90,23.760422277588205,75.6478429211281,-3.3376400358284926,0.8987123460973326,1.0692190024914692,0.7400911968943569,2
Potato,5,20.34179912067493,44.52154362114774,18.420007801823843,0.4528241484418769,0.05085449780168733,0.5943173258239999,1
Rice,365,44.91592092684763,73.32590233615764,23.829119062635733,1.6467502156103044,8.197155569149693,0.9354283684991017,2
Tomato,12,35.154365861272,53.71856833020776,17.019047908409974,0.9442211023119315,0.21092619516763197,0.3283433492242813,0
Onion,13,22.838939804990726,80.29439173556798,6.421539063265534,0.9169193897634911,0.14845310873243972,0.4389519169846413,1
Wheat,203,44.199344135995574,45.30449340193879,25.427248762874306,1.0012144473896167,4.486233429803551,0.9669122601472782,2
Tomato,0,20.719566907833475,85.30823534041714,13.421668594742528,0.8837748449624886,0.0,0.13181302750544047,0
Wheat,365,35.20219623854713,78.19865929733695,8.837092597955795,1.3763822750880714,6.424400813534851,0.9595524995207789,2
Potato,93,28.706386675582507,70.83936934958865,24.855710891880015,1.0167711642018498,1.3348469804145866,0.9544870404184114,2
Potato,47,39.91179439184693,67.56080847677035,28.946399051309676,1.3482365484359036,0.9379271682084029,0.27711826697472913,0
Tomato,1,31.478393905956533,98.80195451712862,4.483266579500871,1.555063421484288,0.015739196952978266,0.8401895712160216,2
Potato,3,23.22199304776623,47.682750337466345,-19.366811454139395,0.5536442484175081,0.03483298957164934,0.03483568131568198,0
Wheat,24,28.64168208309658,93.80730459436072,3.177314818401065,1.3433994976319426,0.34370018499715893,0.2079257778849286,0
Onion,7,40.54476592111123,60.7049576693432,-5.666654986212155,1.230634149477243,0.14190668072388932,0.6213934902897614,1
Rice,95,33.36058759331308,61.35948905631916,32.5952084027148,1.0234943046721352,1.5846279106823713,0.45822763052267,1
Potato,1,39.98525997272607,77.67402336945446,-24.276867763578966,1.5529080087776184,0.019992629986363034,0.2198230443490423,0
Potato,101,21.526948996371594,56.61265888883222,26.434089585514293,0.609348910224437,1.0871109243167654,0.36419901893386974,1
Onion,42,33.28164384933835,83.23096368348789,-25.636104624213097,1.3850316452755291,0.6989145208361054,0.7830473633329761,2
Potato,11,37.83373964711381,93.71241026123195,5.8174209480966255,1.7727454657634831,0.20808556805912595,0.3064384740116766,0
Onion,13,29.929095812602064,46.292149991948854,21.61836442656734,0.6927410962401916,0.19453912278191343,0.40095511451314214,1
Wheat,2,28.05197913957946,52.68688041979268,-7.075185347545975,0.7389856352327708,0.028051979139579457,0.758472309985071,2
Potato,41,31.989552543856256,75.05196908285015,21.5775732776439,1.2004394542478551,0.6557858271490533,0.824879659537346,2
Tomato,3,29.469315648782235,60.24681003231508,32.97531780015086,0.8877161308372568,0.04420397347317335,0.13691518723535745,0
Potato,120,35.14437048392218,54.233607504159664,-22.875226916571737,0.9530029974029047,2.1086622290353305,0.8424911067276092,2
Wheat,228,22.197190613503597,88.35189320446861,-26.104255745011727,0.9805819072617514,2.53047972993941,0.7900231991248946,2
Tomato,2,38.07240241554439,89.25168838920115,20.292008958558753,1.6990130983102185,0.03807240241554439,0.7007294584782022,2
Potato,33,26.999477341507102,86.16957599151621,-16.906937600973365,1.163266757255108,0.4454913761348672,0.24126037585941743,0
Tomato,5,33.246000579527916,82.43380573866668,23.744565100998713,1.3702971766802021,0.08311500144881978,0.17481612472176433,0
Rice,84,43.300358556423355,59.23853152957086,11.571816829052914,1.2825248277932042,1.818615059369781,0.39422841306638706,1
Rice,7,44.74900580974863,59.34123069848338,26.691211209824438,1.3277305386420333,0.15662152033412022,0.07129985027647819,0
Tomato,0,20.06777248535824,47.00176384850088,3.121634073632457,0.47161035166112575,0.0,0.5641947466504307,1
Tomato,7,38.64936313871795,64.51109757615501,35.30566469699683,1.2466564183490412,0.13527277098551282,0.8515683344246266,2
Potato,111,24.530826654141503,43.98977604200665,21.878445450304135,0.539552785320486,1.3614608793048535,0.876200711503694,2
Potato,63,25.040683001193614,49.81935657194227,-18.501394144830492,0.6237553576207191,0.7887815145375988,0.4590688513688923,1
Rice,32,35.84396409300443,94.47196782775096,-7.8662392392453775,1.6931249113066877,0.5735034254880709,0.923266645493164,2
Potato,39,33.494526547865824,66.32468052330034,10.4240389634288,1.1107568862832014,0.6531432676833836,0.7777827838028376,2
Tomato,9,29.597280534330284,72.61317166683932,33.453047767518285,1.0745762061554633,0.13318776240448627,0.49972783584427866,1
Potato,39,28.372640366427152,48.35632435980324,25.581763248920716,0.685998300251499,0.5532664871453296,0.531382370355024,1
Rice,82,38.53652277847614,74.38905095544332,39.83848311466903,1.433347678306832,1.5799974339175216,0.87164418307044,2
Potato,54,20.838310868394483,74.193381092279,23.37210800184834,0.7730323697890856,0.5626343934466511,0.7887906341839608,2
Potato,56,22.572900768603624,72.1888810890757,-3.482490411015899,0.8147562247101161,0.6320412215209015,0.9401749551878391,2
Rice,93,32.1589370498902,64.53731062512959,24.031738641877155,1.0377256548813762,1.4953905728198942,0.26878233923957356,0
Potato,40,37.3487111116775,72.56346660085578,-12.374065876513306,1.3550759756686106,0.7469742222335501,0.25033410291511465,0
Onion,12,25.683774575749673,65.41581174522898,-9.84492684669917,0.8400624812770694,0.15410264745449803,0.20297280894553002,0
Potato,6,34.65574580041993,70.35332073306796,12.801796480425345,1.2190733997703083,0.10396723740125978,0.4984672468607248,1
Wheat,187,20.57556511969094,79.08203265929477,23.98726679638166,0.8135787563894226,1.9238153386911028,0.777490424696992,2
Onion,2,21.933026637219683,46.25481796310857,28.83077423862961,0.5072540772423039,0.021933026637219685,0.13466155663819018,0
Wheat,15,43.02104706543431,92.1937817237277,6.318663998825045,1.9831365113384334,0.32265785299075733,0.4947722168901235,1
Rice,57,38.60624129608222,52.334788502538245,25.145292210014468,1.0102247365542103,1.1002778769383432,0.2541354979449355,0
Wheat,92,42.99639041031901,60.780759661957674,-5.713275867264063,1.3066766359306508,1.9778339588746745,0.6850916883554802,2
Onion,75,34.67670560341418,41.9708002146063,33.89246240153902,0.7277045414908077,1.3003764601280317,0.8610891389299455,2
Wheat,65,42.8711475267025,61.74363394699799,10.641184519463039,1.3235102198882336,1.3933122946178311,0.1746653856411542,0
Onion,0,36.58843430041777,50.682158012185084,37.27492222286186,0.9271904043161129,0.0,0.35032788829875805,1
Wheat,91,24.6115717854714,57.97575470598862,-8.304415161197237,0.7134372243816601,1.1198265162389487,0.11127572622993993,0
Potato,9,42.45135723601784,52.308378428920435,-16.65185955354334,1.1102808295614555,0.19103110756208028,0.3977364611804517,1
Potato,2,39.38819041737526,67.19733008488166,6.707318852930605,1.323390616461269,0.03938819041737526,0.3077124449705926,0
Wheat,78,32.425298720531224,85.92137686397444,-22.791296446807912,1.393013155646856,1.2645866501007177,0.3397081322500935,1
Potato,18,26.768616828588844,78.63997259434095,-1.3886080231332514,1.0525416468943203,0.2409175514572996,0.3451722391420034,1
Wheat,219,41.67484400028809,64.47906972189068,8.620581668153783,1.3435775859717467,4.563395418031546,0.6241267176239138,1
Rice,108,28.481781147404774,74.16661106581002,32.122233775945205,1.056198592410545,1.538016181959858,0.38564578245620723,1
Wheat,32,22.48603481898363,54.590331459967246,20.558685229896142,0.6137600469943404,0.35977655710373807,0.37043249493235353,1
Wheat,346,23.527046219442838,64.38353849641132,-7.320695722524025,0.7573772429881732,4.0701789959636105,0.7531942135475491,2
Onion,0,22.1377132713617,52.47317530876164,-28.14274572883262,0.5808180547116308,0.0,0.2462553291225888,0
Wheat,146,42.7656000885076,77.48567626259506,-6.489389999511545,1.6568607218168532,3.1218888064610546,0.3835085600531358,1
Onion,13,20.85570277051323,89.83927039391499,-5.836549858310708,0.9368305602276299,0.13556206800833598,0.2196729100458555,0
Rice,41,43.71133267405392,85.81634764958565,-20.19207769634832,1.8755734604916519,0.8960823198181054,0.8890001262520809,2
Onion,25,44.63418280604337,68.26392716162886,-17.252500282489173,1.5234523019952857,0.5579272850755421,0.9696782630030504,2
Tomato,3,35.83695549565368,55.47326112599214,-20.24507481490231,0.9939963950854779,0.053755433243480526,0.018955406095380496,0
Potato,21,23.30690527813326,94.03433807418314,18.38553003267581,1.095824705193473,0.24472250542039925,0.771400838269255,2
Rice,202,32.452268837775144,44.030523994942605,-1.632633838061789,0.7144452008759934,3.2776791526152897,0.7231651047073311,2
Onion,38,22.66446825321686,48.40111231962694,-11.54213381557685,0.5484927367942841,0.4306248968111203,0.6474357436839857,1
Onion,27,36.625916863656386,50.522276717406974,34.00883621474719,0.9252123534071952,0.4944498776593612,0.2984650376508534,0
Onion,15,39.27278442660676,65.32216357304124,-5.229003640712538,1.2826916241417967,0.2945458831995507,0.5634735621484793,1
Rice,59,27.217343419267497,61.34036298789695,20.333213362897183,0.8347608624520583,0.8029116308683911,0.3466719122016805,1
Potato,119,29.916234326301357,97.24521619237798,-20.549910580515515,1.4546053373615073,1.7800159424149309,0.28993080609343863,0
Wheat,21,41.03824150775108,90.78447095887344,36.86654189064353,1.8628175221818313,0.43090153583138635,0.6643285066760024,2
Potato,16,39.272805093645545,46.39589518802631,-24.740355278493386,0.9110484744322822,0.31418244074916435,0.34276607772540996,1
Potato,36,31.492037819028276,44.556004622177326,-24.556425914473003,0.7015796913132035,0.566856680742509,0.8310637979869316,2
Wheat,142,26.803628430749068,75.41384001214523,-4.731827214198123,1.0106822731107488,1.9030576185831838,0.16792993484705443,0
Potato,52,40.16402869653624,79.52700200264304,18.45935951624967,1.5970623952918253,1.0442647461099424,0.679876959543688,2
Tomato,9,36.16662297792908,81.59051268741548,-26.388293533890298,1.4754266554708475,0.16274980340068085,0.6526766556728772,1
Tomato,0,34.198630763815736,94.92929785528251,-27.62378149899408,1.6232260030105459,0.0,0.4851749348273895,1
Rice,157,24.81497569464076,46.916921274837065,-0.4766138188641236,0.5821211305512279,1.9479755920292998,0.6090014814808241,1
Wheat,223,27.97751183108139,89.73492844904064,-27.40946556991552,1.2552800111721383,3.119492569165575,0.847370958287493,2
Potato,32,32.02654709610216,93.09990139139686,7.118559284443009,1.4908341882770193,0.5124247535376346,0.09581410709445058,0
Tomato,3,36.54137937701354,84.2713460143915,6.41176769151123,1.5396956126617287,0.05481206906552031,0.23855127288567762,0
Rice,114,25.823986868840844,41.46404689339228,30.906921173065093,0.5353835012519815,1.4719672515239282,0.6372629117599369,1
Potato,2,20.23713584071245,43.161030158633714,-23.80196125704673,0.43672781517267867,0.02023713584071245,0.1602857683383912,0
Rice,78,34.51893018068319,56.301218264140246,-2.1198831217055094,0.9717289111736312,1.3462382770466446,0.37538871742756874,1
Wheat,160,25.969428644207557,46.62844678788368,-5.176448965145642,0.6054570608240872,2.0775542915366043,0.22955001926058913,0
Onion,10,25.840193776247748,42.525591378181716,-28.748824568661032,0.5494347608308731,0.12920096888123875,0.20175526512995207,0
Tomato,1,23.11093893242141,97.3849418535655,25.859252550036835,1.125328722057581,0.011555469466210704,0.5684819448994085,1
Rice,11,30.43951939462321,92.74709845372988,36.13124156039872,1.4115885510886694,0.16741735667042767,0.963366751739869,2
Tomato,5,21.62466023707235,64.09481418552924,28.64780146982718,0.6930142898601775,0.05406165059268088,0.2888934870525398,0
Rice,213,23.008469050874897,42.81672142886878,-3.1136571956125287,0.4925736049280297,2.4504019539181763,0.5691154598302776,1
Tomato,2,34.93185181075852,71.50189005161609,-11.78366424339309,1.248846713736101,0.03493185181075852,0.6270000195587921,1
Potato,56,37.4005154513448,49.233754380391304,27.108318749343248,0.9206838957157698,1.0472144326376545,0.392316763420881,1
Tomato,3,34.50215519594528,45.489210243865294,31.422260384126623,0.784737895787412,0.051753232793917914,0.27472886652488965,0
Potato,12,31.916920708259212,42.662599811994205,29.653547334290543,0.6808294077038067,0.19150152424955527,0.35043861566923806,1
Tomato,3,22.174668997785254,64.50719278424192,-3.9118038091380214,0.7152128239834431,0.03326200349667788,0.2934512480781508,0
Potato,51,32.396893376969274,44.862772954458876,-14.587175863513206,0.7267072360003926,0.8261207811127165,0.2658788111620342,0
Tomato,0,42.07265672843653,70.964741226617,33.4559603611206,1.492837598724892,0.0,0.6505434479576001,1
Potato,17,36.95040381397659,73.94391783974746,-11.308021088140507,1.366128811883088,0.314078432418801,0.5654757645753091,1
Wheat,228,41.68235502399506,82.50177860290208,28.590932985457044,1.7194342129186015,4.751788472735437,0.9252694049743988,2
Tomato,10,22.6458523457146,81.93944428237526,-16.754492215049588,0.9277942782542893,0.113229261728573,0.8784521312837791,2
Onion,4,28.377971356478547,84.61049537749646,-18.746807276618426,1.2005371071400275,0.05675594271295709,0.3486649916946834,1
Wheat,97,38.915895094623366,55.52129984187448,-16.480699478889484,1.080330540081758,1.8874209120892333,0.4344929178938336,1
Tomato,3,26.495089526603994,78.04034218597668,7.79897658010988,1.0338429264521314,0.039742634289905994,0.29938213809518915,0
Potato,5,27.08357370663954,41.105663124293045,0.2568548724758628,0.556644128493543,0.06770893426659884,0.16481001418737326,0
Rice,12,43.43071218091128,81.27314333804881,-25.251405862637966,1.7648752481763725,0.26058427308546767,0.82233651063424,2
Potato,7,39.27460731330339,82.51432027615776,3.150172190456196,1.620358763285122,0.13746112559656187,0.3677229844684869,1
Potato,5,38.95657989822556,41.47521498752809,-28.451351392970192,0.8078662632288602,0.09739144974556391,0.827387709351349,2
Potato,11,20.025736996140836,49.53629699660539,2.7977591738009053,0.49600042770837033,0.11014155347877459,0.24650648262923405,0
Rice,141,25.51924031971901,44.94286273695056,17.63495114522992,0.5734538574201928,1.7991064425401904,0.769949212527366,2
Potato,12,43.771589056260254,49.06347350685401,0.26343607298213456,1.0737931000073628,0.2626295343375615,0.42379031503622894,1
Potato,120,39.002351960952424,66.53792574285461,-8.163360665340868,1.297567799287266,2.3401411176571454,0.9111144468329799,2
Onion,67,25.748865147277154,52.786282241505,-27.820614198084204,0.6795934315313116,0.8625869824337846,0.184670002963714,0
Wheat,76,44.20483569786804,51.13153094218727,30.803621756892753,1.130130462139922,1.6797837565189857,0.9212954231315035,2
Rice,20,31.342340865132066,71.82126362369536,-28.749667526517644,1.125523262929185,0.3134234086513206,0.18132295902744577,0
Wheat,365,24.63647186691636,67.72583744593965,-29.913771538350186,0.8342628444501213,4.496156115712236,0.8840836855027201,2
Tomato,3,26.18849889008438,73.50476035499187,-14.212190028938519,0.9624896674863114,0.03928274833512657,0.5464644715052203,1
Rice,37,39.93897751592971,58.621717535414426,1.8654104357260834,1.1706457292960495,0.7388710840446996,0.203841242469793,0
Rice,9,29.81233891016712,68.79633008302741,12.001438368351259,1.0254897541054695,0.13415552509575204,0.707292902253513,2
Tomato,12,42.69546632461601,83.45711848758472,22.44131473708982,1.7816202959680807,0.25617279794769604,0.7150277541867915,2
Tomato,1,44.66656483167866,48.5497325740908,4.922170741594925,1.084274888790644,0.02233328241583933,0.86293329821734,2
Onion,44,43.53093760580966,44.34497632878049,7.396954418351157,0.965189198849625,0.9576806273278126,0.8624187911061822,2
Tomato,1,20.830077719784164,44.71470982930124,-2.215370665888276,0.4657054404809709,0.010415038859892083,0.2555985383972031,0
Onion,48,25.003756106120253,50.04895493554419,-22.68025117659198,0.6257059312872753,0.6000901465468861,0.15418058441599292,0
Potato,5,42.40553256712596,75.68659824261616,13.162320730373182,1.604765253336119,0.1060138314178149,0.15678797249668527,0
Wheat,245,37.85217330331069,88.10368498418751,-6.238486522003576,1.6674579763408788,4.63689122965556,0.944726044353478,2
Potato,26,36.52050295748127,73.1800871555175,11.823310384235107,1.336286794695907,0.47476653844725647,0.5375281172788844,1
Tomato,0,30.96518041223846,83.4895935924435,11.52950538171251,1.2926351640672407,0.0,0.8535734298938802,2
Wheat,20,41.794589164805046,53.15283924148266,38.31056790733919,1.1107505395203476,0.41794589164805046,0.2362900489641976,0
Rice,129,32.45489291132847,73.32181305625787,20.344124479058472,1.1898257954026474,2.0933405927806867,0.4707390297838946,1
Rice,365,44.36982905366958,79.01954118081622,-16.03202843495984,1.7530417670461096,8.097493802294698,0.8902701166236962,2
Tomato,7,24.35483341445634,97.64683308921862,-0.8864843697141431,1.1890861766685714,0.08524191695059719,0.7231158124871597,2
Wheat,118,38.383757466643814,86.06343328400682,5.339141732511244,1.6517189749599992,2.264641690531985,0.900692860706321,2
Tomato,2,38.13144151037841,69.20013648548218,31.139626665716236,1.3193504784531833,0.03813144151037841,0.9856029325695248,2
Onion,47,36.37523347080271,99.52799898044034,-10.130182997394847,1.8101770998976658,0.8548179865638638,0.40353433674276595,1
Onion,29,38.327825560382024,47.894061107635586,20.1077475277462,0.9178376097558669,0.5557534706255393,0.14980973132029404,0
Onion,8,44.28487735104099,50.85861716256939,29.80695653587054,1.1261338116439668,0.17713950940416395,0.1253581122649823,0
Wheat,62,34.82295999579455,74.76489396061004,16.383489530582423,1.3017674557400725,1.079511759869631,0.5559973113068531,1
Tomato,1,44.23530805838219,55.48800596206765,15.971566517890452,1.227264518638705,0.022117654029191094,0.825110229576078,2
Wheat,365,31.34473853459098,54.16302780078784,-24.855227686899113,0.8488629723287385,5.720414782562854,0.5636615321476525,1
Onion,17,36.73476003648403,48.7453940946851,1.4603684649616397,0.8953251774760516,0.31224546031011424,0.6249895426423121,1
Tomato,0,24.190480407207943,42.20028561601258,21.548141054594836,0.5104225911863657,0.0,0.27247267354803156,0
Rice,91,39.54475824612574,82.32313564673221,1.2458052558809882,1.6277242486065207,1.799286500198721,0.7204138815328915,2
Potato,4,26.74374028792474,43.42521136535889,7.181866960072242,0.580676287351698,0.05348748057584948,0.582014088568198,1
Wheat,6,36.000074170922844,53.4820706183608,-17.399269376909356,0.962679254537761,0.10800022251276853,0.8147024492465281,2
Wheat,365,44.127967410901135,40.29639885606458,36.62682497962673,0.8890990877485457,8.053354052489457,0.9726888751708843,2
Onion,90,34.5028057423867,55.25347479384959,6.521103264534922,0.9531999537020261,1.5526262584074013,0.8890942500641146,2
Rice,18,43.495494798171045,83.9739351004805,-18.633267373637537,1.8262439286724514,0.39145945318353936,0.07892859908697573,0
